Source,Target,date
IE,BE,2017.5.11 02:53
BE,DE,2017.5.11 20:13
DE,CL,2017.5.14 08:59
CL,PT,2017.5.17 08:48
PT,FR,2017.5.22 09:42
FR,PE,2017.5.22 18:15
PE,FR,2017.5.22 18:18
FR,BR,2017.5.22 22:54
SK,CZ,2015.8.21 21:44
GB,GR,2019.5.22 15:08
GR,GB,2019.5.28 12:56
DE,AT,2017.9.29 15:28
AT,CZ,2017.10.1 19:17
TH,LA,2017.4.7 19:44
US,CA,2018.1.13 15:38
CA,US,2018.1.15 22:54
GB,IT,2019.8.16 17:29
IT,GB,2019.8.18 22:41
CA,GB,2018.10.5 00:33
GB,IE,2018.10.5 23:39
IE,GB,2018.10.6 02:16
ES,GB,2017.1.1 15:02
MY,KH,2016.8.16 01:11
KH,MY,2016.9.2 13:15
PA,US,2018.1.13 19:36
US,CO,2018.1.14 00:30
BR,MX,2018.10.18 17:07
DE,FR,2019.3.7 23:53
FR,GB,2019.3.12 05:36
GB,LU,2019.3.20 14:24
LU,DE,2019.3.21 12:46
DE,NL,2019.3.25 03:04
EC,US,2018.8.9 13:06
GB,BE,2019.2.11 06:41
BE,GB,2019.2.13 16:42
ID,KR,2016.11.17 11:08
KR,ID,2016.11.17 21:17
GB,TR,2018.6.25 07:12
SG,DE,2016.5.13 03:04
DE,HK,2016.5.13 08:16
HK,SG,2016.5.16 09:04
PH,VN,2018.7.29 11:42
IE,AT,2018.12.22 16:40
US,DE,2019.2.13 05:49
DE,US,2019.2.20 02:06
PH,US,2019.4.4 10:47
RU,NL,2017.9.8 07:43
NL,RU,2017.9.8 10:44
RU,NL,2017.9.10 17:57
TR,CY,2016.11.20 16:14
CY,TR,2016.12.9 19:33
JP,TH,2018.12.11 02:44
KW,SA,2019.6.27 05:11
SA,BH,2019.6.27 08:14
BH,SA,2019.6.29 07:34
SA,KW,2019.6.29 08:33
IT,ES,2019.4.28 06:39
ES,IT,2019.5.2 12:31
GB,IE,2019.9.19 22:38
US,MX,2018.6.9 05:09
PH,HK,2017.12.11 10:39
HK,PH,2017.12.13 11:00
PH,KR,2018.6.27 15:14
KR,PH,2018.6.30 05:35
US,DO,2017.5.5 14:01
SA,JO,2017.8.13 09:12
JO,SA,2017.8.15 10:46
US,AU,2018.2.9 19:55
US,DE,2017.6.9 04:04
US,PH,2018.4.22 14:57
PH,CA,2018.4.23 02:19
CA,US,2018.4.25 21:32
US,CO,2018.4.28 15:46
CO,US,2018.4.28 18:10
US,MX,2019.1.8 15:21
MX,US,2019.1.12 02:14
SG,TH,2017.7.14 07:28
TH,SG,2017.7.15 10:03
EC,CA,2017.4.1 01:17
CA,VE,2017.4.5 01:54
VE,PT,2017.4.6 12:36
RU,VN,2018.12.26 07:18
US,IT,2018.12.5 12:50
HT,US,2016.11.5 15:52
DE,CZ,2018.6.29 20:23
CZ,CH,2018.7.11 14:54
CH,IT,2018.7.12 16:43
SA,BH,2019.7.10 20:58
BH,KW,2019.7.10 21:05
KW,AE,2019.7.10 21:36
AE,SA,2019.7.12 08:31
TH,ID,2018.8.31 13:33
AR,BR,2018.11.16 00:51
BR,AR,2018.11.24 21:16
US,CU,2019.4.21 15:19
DK,US,2017.11.10 12:41
US,RU,2017.11.11 04:02
RU,DE,2017.11.13 09:08
DE,GB,2017.11.14 15:34
GB,CO,2017.11.14 19:07
US,JM,2015.11.13 01:41
JM,US,2015.11.18 03:19
ES,FR,2017.10.9 09:50
BE,GR,2018.11.22 06:23
GR,LT,2018.11.24 08:41
LT,BE,2018.11.26 08:33
IR,GB,2019.1.10 14:50
GB,QA,2019.1.18 22:36
GB,TR,2016.6.30 09:23
TR,ES,2016.7.1 10:27
ES,GB,2016.7.12 20:38
GB,ES,2016.7.12 20:58
ES,GR,2016.7.14 17:58
BR,AR,2018.9.17 18:05
AR,NL,2018.9.18 12:45
NL,IE,2018.9.19 08:12
IE,GB,2018.12.27 08:32
GB,IE,2019.1.3 00:19
IE,ES,2019.2.2 12:05
ES,IE,2019.2.5 19:13
US,ZW,2018.11.15 16:23
ZW,GB,2018.11.19 06:48
US,JP,2017.7.22 06:58
ID,KR,2017.5.12 10:53
KR,ID,2017.5.13 08:07
ID,SG,2017.5.14 05:12
SG,KR,2017.5.15 04:16
KR,SG,2017.5.25 21:14
SG,ID,2017.5.26 01:45
TW,SG,2017.4.18 06:26
SG,TW,2017.4.21 12:11
US,IT,2016.11.3 23:31
IT,US,2016.11.4 19:06
BE,GB,2018.6.29 09:33
GB,DE,2018.7.2 09:49
DE,FR,2018.7.2 13:41
FR,DE,2018.7.5 12:54
DE,GB,2018.7.5 22:24
UY,BR,2018.10.13 00:31
BR,UY,2018.10.13 23:13
ID,US,2016.11.22 02:15
MX,US,2018.8.2 04:47
US,MX,2018.8.11 19:09
MX,US,2018.8.12 07:51
RU,IE,2019.8.10 14:10
JP,US,2018.10.3 03:27
US,JP,2018.10.3 07:04
MX,US,2018.3.25 03:59
US,MX,2018.4.7 20:54
US,GB,2018.11.5 04:31
GB,CZ,2018.11.14 03:47
GB,NL,2016.10.7 19:17
NL,GB,2016.10.12 16:01
NL,FR,2016.3.4 16:51
CH,IT,2017.11.4 16:23
IT,CH,2017.11.5 18:03
BR,MX,2019.8.11 04:09
MX,BR,2019.8.11 04:15
GB,ES,2016.2.23 10:27
ES,US,2016.2.24 15:11
US,ES,2016.2.25 09:10
ES,GB,2016.2.25 22:50
RU,KZ,2017.3.12 12:42
BY,RU,2017.5.17 17:50
US,VI,2018.3.21 15:13
BR,US,2018.2.6 21:44
US,CA,2018.2.20 22:07
CA,MX,2018.2.26 17:33
MX,US,2018.2.28 16:55
TR,MK,2015.11.25 18:48
MK,TR,2015.11.27 18:31
US,PH,2018.12.23 01:16
GB,FR,2018.9.2 19:16
FR,GB,2018.9.3 09:07
GB,FR,2018.6.26 16:09
RU,EE,2017.1.29 19:32
EE,RU,2017.1.31 17:57
IT,GR,2015.10.3 05:19
GB,ES,2015.5.6 21:14
ES,GB,2015.5.13 23:31
GT,SV,2017.6.25 00:26
SV,ES,2017.6.27 21:34
FR,GP,2019.7.25 16:44
GP,FR,2019.7.26 05:31
US,ES,2018.12.11 08:32
ES,US,2018.12.16 02:29
US,AU,2018.12.24 08:15
AU,US,2018.12.30 18:29
TH,JP,2017.3.25 12:36
JP,TH,2017.4.1 09:50
TH,JP,2017.4.1 14:54
GB,IE,2018.4.14 10:46
US,AR,2019.1.4 07:11
AR,US,2019.1.5 23:04
CY,TR,2018.8.21 10:34
US,KR,2018.10.29 09:53
KR,CN,2018.11.4 11:00
CN,HK,2018.11.8 23:54
HK,JP,2018.11.12 12:18
JP,KR,2018.11.14 04:12
RU,FI,2014.9.11 08:07
FI,SE,2014.9.12 14:36
FR,US,2012.7.11 01:20
TR,RU,2019.3.29 02:14
MY,TW,2017.12.3 13:23
TW,MY,2017.12.5 04:09
CA,US,2016.10.13 22:56
US,CA,2016.10.17 00:52
GB,CY,2019.2.6 05:02
ID,SG,2015.12.26 00:49
SG,ID,2015.12.29 05:46
US,GB,2017.6.29 17:26
BR,US,2017.12.4 20:53
ES,BE,2018.11.14 17:43
BE,ES,2018.11.15 14:31
US,DO,2018.10.16 16:09
DO,HT,2018.10.16 18:33
HT,DO,2018.10.16 21:17
DO,US,2018.10.19 01:35
US,DO,2018.10.19 03:39
DO,US,2018.10.19 05:47
SA,TR,2018.8.2 09:20
TR,SA,2018.8.9 22:48
QA,TH,2018.8.20 13:31
PH,HK,2016.6.28 17:40
HK,PH,2016.7.3 20:42
KW,AE,2018.11.24 04:57
AE,KW,2018.11.24 16:22
JP,TW,2017.4.25 07:08
TW,JP,2017.5.4 04:53
JP,TW,2017.6.15 09:04
US,HN,2018.8.9 23:20
HN,US,2018.8.9 23:58
US,DE,2018.4.17 03:43
DE,US,2018.4.17 05:39
US,FR,2018.5.5 12:59
RU,SI,2018.6.29 15:36
SI,FR,2018.6.30 08:58
AR,IT,2019.1.8 19:40
IT,FR,2019.1.13 06:08
FR,ES,2019.1.13 20:30
GU,US,2019.7.14 01:43
US,GU,2019.7.15 01:25
GU,US,2019.7.16 09:08
US,GU,2019.7.17 00:45
GU,US,2019.7.19 07:25
US,GU,2019.7.21 01:56
GU,US,2019.7.21 09:39
US,GU,2019.7.22 03:59
US,CA,2018.1.2 13:30
PH,TH,2018.8.17 18:52
TH,PH,2018.9.4 22:29
GB,US,2016.11.9 11:19
DE,SE,2016.11.11 07:26
JP,PH,2018.4.27 06:00
PH,JP,2018.4.30 04:22
GR,TR,2017.4.19 23:20
TR,GR,2017.5.15 19:16
CA,AU,2017.4.13 11:36
GB,ES,2019.1.26 15:02
US,CA,2018.6.11 21:26
IE,IT,2018.4.9 21:40
IT,VA,2018.4.9 21:43
VA,IT,2018.4.9 21:46
IT,GB,2018.4.18 17:20
CA,US,2018.7.27 22:23
GB,ZA,2017.10.25 09:00
ZA,GB,2017.10.25 11:46
GB,MX,2017.10.31 19:43
US,MX,2017.9.7 19:24
ID,SG,2014.8.12 05:52
MX,CR,2018.7.4 05:13
CR,MX,2018.7.9 22:23
AR,CO,2018.10.7 16:50
US,BZ,2017.2.25 01:49
BZ,US,2017.2.28 03:21
US,BZ,2017.3.10 01:43
BZ,US,2017.3.13 23:18
US,CO,2017.4.14 19:46
US,IN,2017.7.12 17:34
IN,NP,2017.8.2 17:00
NP,IN,2017.8.5 07:02
IN,KW,2017.8.5 07:28
KW,IN,2017.8.5 09:00
IN,US,2017.8.19 07:25
US,IN,2017.8.23 06:05
IN,US,2017.9.7 07:27
US,IN,2017.9.8 19:53
IN,US,2017.9.9 08:10
US,NP,2017.9.13 21:27
NP,US,2017.9.14 07:20
US,IN,2017.9.21 01:06
IN,US,2017.9.25 08:51
US,NP,2017.9.26 02:23
NP,IN,2017.9.27 03:13
IN,US,2017.9.28 07:02
US,NP,2017.9.29 17:33
NP,IN,2017.9.30 16:25
IN,US,2017.10.1 05:14
US,IN,2017.10.1 19:46
IN,US,2017.10.9 06:48
US,IN,2017.10.10 21:06
IN,US,2017.10.11 06:52
US,IN,2017.10.13 05:44
IN,US,2017.10.16 06:01
US,IN,2017.10.19 02:10
IN,US,2017.10.23 04:19
US,CU,2018.2.27 01:09
CU,US,2018.2.27 23:18
US,CU,2018.2.28 08:27
CU,US,2018.3.22 22:33
US,CU,2018.3.27 21:36
CU,US,2018.4.1 00:07
US,CU,2018.4.3 21:01
CU,US,2018.4.5 17:04
US,CU,2018.4.6 06:21
CU,US,2018.4.7 15:58
US,CU,2018.4.10 07:08
CU,US,2018.4.11 06:35
US,PR,2018.9.12 00:18
PR,US,2018.9.17 05:50
US,ES,2018.12.29 22:19
ES,MA,2019.1.11 21:44
MA,PT,2019.1.14 19:00
PT,MA,2019.1.17 09:48
MA,PT,2019.1.19 18:15
PT,MA,2019.1.21 08:40
MA,PT,2019.1.26 17:23
PT,MA,2019.2.6 21:07
MA,PT,2019.2.16 00:22
PT,US,2019.2.26 00:17
US,MA,2019.3.6 23:33
MA,US,2019.3.9 02:47
US,CO,2018.11.10 12:50
CO,US,2018.11.10 16:42
MX,FR,2013.10.6 12:12
FR,MX,2013.10.27 01:04
GT,US,2016.9.17 22:02
GB,BE,2018.8.8 09:33
BE,GB,2018.8.8 20:31
TH,HK,2019.5.31 09:12
CA,JM,2018.10.16 05:50
JM,CA,2018.10.18 17:47
CA,US,2018.10.18 21:05
US,CA,2018.10.28 17:19
US,FR,2018.10.8 13:48
FR,US,2018.10.13 19:53
US,JP,2018.1.1 15:59
JP,US,2018.1.1 16:11
US,BR,2019.3.29 20:44
BR,US,2019.3.31 03:07
US,GB,2018.4.12 13:21
GB,NL,2018.4.12 13:21
NL,SG,2018.4.12 13:21
SG,DE,2018.4.12 13:22
DE,US,2018.4.14 00:21
US,IE,2018.4.16 05:51
IE,GB,2018.4.16 21:30
GB,IE,2018.4.17 21:52
IE,US,2018.4.19 09:25
US,IE,2018.4.19 11:03
IE,IT,2018.4.20 10:26
IT,IE,2018.4.21 22:36
IE,IT,2018.4.21 23:29
IT,IE,2018.4.21 23:29
IE,IT,2018.4.22 06:32
IT,US,2018.4.23 12:59
US,IT,2018.4.24 14:20
IT,US,2018.4.24 15:52
US,IT,2018.4.24 15:53
IT,US,2018.4.24 23:54
US,IT,2018.4.27 02:03
IT,US,2018.4.28 15:13
US,IT,2018.4.28 15:27
IT,US,2018.4.28 23:16
US,IE,2018.4.28 23:17
IE,IT,2018.4.29 17:01
IT,US,2018.4.29 17:02
CA,US,2013.12.25 13:20
US,GB,2016.5.28 09:56
GB,IS,2016.5.31 16:18
IS,US,2016.6.1 00:55
ID,SG,2019.2.2 17:33
SG,MY,2019.2.8 00:45
ES,FR,2018.9.16 19:53
FR,ES,2018.9.17 15:08
FR,US,2018.9.15 23:53
US,FR,2018.9.16 22:21
CA,US,2019.2.1 15:45
GB,IT,2018.5.15 13:40
CL,BR,2017.1.24 02:47
BR,CL,2017.1.25 21:36
CL,BR,2017.1.26 11:59
BR,CL,2017.1.26 13:56
MX,AR,2016.12.19 22:56
AR,MX,2017.1.9 12:51
MY,ID,2017.11.20 09:31
ID,MY,2017.11.22 11:44
GB,AU,2018.12.16 21:37
AU,IT,2019.1.19 15:21
AR,MX,2017.1.4 04:10
MX,UY,2017.1.10 23:38
US,MX,2019.3.18 19:29
MX,US,2019.3.27 20:16
MX,UA,2018.4.22 16:12
UA,MX,2018.4.22 17:52
MX,IN,2018.4.22 21:30
IN,MX,2018.4.22 23:22
MX,US,2018.4.23 16:48
US,JP,2018.4.23 23:52
JP,US,2018.4.24 00:35
US,MX,2018.4.24 00:59
MX,PL,2018.4.24 02:46
PL,MX,2018.4.24 20:04
MX,CA,2018.4.25 16:53
CA,FR,2018.4.27 16:43
FR,UA,2018.4.30 01:51
UA,CA,2018.5.2 15:32
CA,FR,2018.5.3 20:47
FR,MX,2018.5.6 03:15
MX,CA,2018.5.6 17:49
CA,US,2018.5.6 20:03
GB,ES,2018.10.15 07:56
KW,IQ,2018.10.29 10:01
US,QA,2019.5.19 15:35
QA,OM,2019.5.20 13:59
US,PH,2018.12.4 12:52
PH,JP,2018.12.7 12:54
JP,US,2018.12.13 00:38
ES,AR,2019.4.24 22:44
GB,IT,2016.10.18 14:21
US,MX,2017.3.15 18:41
MX,US,2017.3.17 23:05
US,MX,2017.3.19 16:54
ES,FR,2019.3.21 09:54
US,CA,2017.11.26 00:04
CA,US,2017.12.3 00:59
CU,PA,2018.7.22 15:35
PA,EC,2018.7.22 20:05
EC,PY,2018.8.5 03:07
PY,EC,2018.8.5 15:48
CL,US,2018.10.15 17:44
GB,IE,2017.4.24 23:01
IE,GB,2017.4.26 06:36
US,DO,2016.2.18 04:50
DO,US,2016.3.3 23:50
US,IT,2019.3.27 16:14
IT,US,2019.4.2 03:06
TR,GR,2014.6.13 06:56
GR,TR,2014.6.15 14:24
OM,AE,2019.1.22 18:45
AE,OM,2019.1.23 07:30
IS,HU,2019.4.28 18:06
HU,DE,2019.5.2 19:13
US,ES,2015.3.1 07:26
ES,FR,2015.3.7 21:06
MX,US,2016.12.2 23:16
US,MX,2016.12.7 00:27
PH,TH,2018.11.7 14:31
US,CO,2018.12.12 04:41
EC,US,2019.1.30 07:27
GB,IL,2019.1.23 19:15
MY,RU,2018.6.17 12:44
RU,MY,2018.6.17 17:07
JM,US,2018.8.3 00:23
US,KG,2018.8.29 02:45
KG,US,2018.8.29 20:10
MX,US,2017.4.30 05:49
NL,IT,2018.9.14 17:49
IT,NL,2018.9.14 17:51
CH,FR,2018.10.31 11:05
US,IT,2018.7.9 22:01
IT,US,2018.7.12 18:39
US,CA,2019.1.21 21:31
CA,US,2019.1.21 22:49
ID,CN,2017.9.20 08:16
CN,ID,2017.9.23 05:22
ID,CN,2017.9.24 02:46
CN,ID,2017.9.24 05:09
ID,JP,2017.9.25 09:08
JP,ID,2017.9.26 01:52
LV,LT,2014.6.18 19:01
MX,JP,2017.4.15 03:01
JP,MX,2017.4.15 17:22
MX,JP,2017.4.22 15:06
US,CA,2019.4.18 15:59
CA,US,2019.4.22 20:15
BR,CO,2019.1.5 11:24
CO,BR,2019.1.10 21:07
SG,MY,2015.11.27 23:07
US,LC,2019.2.21 20:24
LC,US,2019.2.27 21:56
BR,US,2018.8.29 23:41
US,BR,2018.9.5 20:00
MX,US,2018.1.3 15:12
US,MX,2018.1.14 09:06
GB,US,2019.1.22 20:29
SD,EG,2018.1.5 23:56
ID,BS,2019.2.2 00:59
BS,ID,2019.2.2 05:59
ID,US,2019.2.4 02:45
US,ID,2019.2.4 10:30
ID,TH,2019.2.8 18:11
TH,ID,2019.2.10 01:30
ID,RS,2019.2.16 08:48
RS,ID,2019.2.18 09:14
US,MX,2018.11.16 13:49
SA,BH,2017.11.30 16:27
US,MX,2019.4.25 13:02
ID,QA,2019.10.8 10:45
QA,TR,2019.10.8 21:46
TR,SA,2019.10.11 11:22
SA,ID,2019.10.17 10:43
ID,SA,2019.10.17 19:33
SA,ID,2019.10.18 21:44
US,BR,2018.12.19 14:51
CO,MX,2017.11.13 21:49
MX,CO,2017.11.18 08:08
GB,ES,2017.6.4 11:38
IT,CN,2018.7.17 04:33
CA,GB,2019.4.18 15:03
SA,ES,2017.9.21 14:04
GB,ES,2018.9.11 13:47
GB,US,2017.9.12 10:54
AR,UY,2019.1.17 01:50
CA,IT,2016.12.2 01:05
IT,US,2016.12.4 01:33
HK,JP,2017.8.19 07:01
JP,HK,2017.8.23 01:54
US,RO,2017.10.16 01:38
RO,US,2017.10.19 08:53
US,IS,2017.11.20 11:16
IS,DE,2017.11.26 12:06
DE,US,2017.12.1 21:44
IL,NL,2017.10.17 21:07
PE,US,2017.12.15 15:11
US,PE,2018.1.9 15:23
IE,US,2018.1.21 16:55
MX,US,2016.12.12 22:07
US,MX,2016.12.15 18:36
MY,JP,2019.3.9 08:52
JP,EG,2019.4.3 18:43
EG,PH,2019.4.13 17:48
PH,MY,2019.5.1 05:33
ES,GB,2017.6.3 17:40
SG,MY,2018.2.24 06:59
US,IE,2017.8.16 08:32
IE,US,2017.8.18 23:58
CA,MX,2018.8.6 17:50
CA,DE,2018.10.8 14:39
US,MC,2017.11.5 00:41
MC,US,2017.11.6 02:56
US,BB,2017.11.29 21:53
BB,IT,2017.12.3 02:43
IT,QA,2017.12.3 10:03
QA,AE,2017.12.8 10:35
AE,US,2017.12.9 06:01
US,AE,2017.12.9 18:09
AE,IT,2017.12.9 20:43
IT,AE,2017.12.10 19:41
AE,US,2017.12.11 01:13
US,IS,2017.4.18 16:48
IS,US,2017.4.19 18:12
GB,US,2018.11.17 00:13
US,GB,2018.11.22 17:36
TH,JP,2016.11.8 08:34
US,BZ,2018.11.17 20:15
BZ,US,2018.11.25 02:02
GB,CY,2019.7.26 22:02
US,KH,2018.2.24 23:15
KH,US,2018.2.27 22:15
GB,GR,2018.9.22 11:20
US,MX,2019.3.9 04:57
MX,US,2019.3.10 01:02
US,IT,2017.4.22 15:20
US,FR,2016.10.1 17:21
SG,MY,2018.3.17 16:15
MY,SG,2018.3.19 03:31
QA,BH,2016.12.18 18:16
GB,NL,2014.7.2 15:29
NL,US,2014.7.7 03:49
US,MC,2014.7.18 13:09
MX,US,2018.9.16 20:36
US,MX,2018.9.19 20:23
MX,US,2018.9.23 13:31
DK,SE,2019.2.14 17:43
US,MX,2019.2.5 03:26
MX,US,2019.2.11 21:32
NL,BE,2018.11.3 09:01
BE,NL,2018.11.6 18:22
US,JP,2019.2.15 00:10
JP,TW,2019.2.16 23:05
US,PT,2017.7.10 09:54
PT,US,2017.7.16 04:08
ID,AU,2017.10.2 23:15
AU,CA,2017.8.30 07:24
US,PH,2015.10.3 01:39
PH,US,2015.10.15 01:23
GB,DE,2019.3.9 10:40
DE,CH,2019.3.12 14:40
CH,GB,2019.3.14 16:31
US,JP,2019.2.8 22:28
JP,US,2019.2.9 22:37
US,JP,2019.2.11 01:36
JP,US,2019.2.13 01:08
US,JP,2019.2.17 16:36
JP,US,2019.2.20 15:14
MX,US,2014.3.4 19:22
US,MX,2014.3.10 19:54
MX,KW,2019.2.15 19:59
KW,MX,2019.5.18 06:52
MX,US,2019.7.31 21:49
US,NL,2019.8.4 09:46
BE,PT,2019.1.15 15:47
PT,ES,2019.1.19 17:30
US,NZ,2018.7.19 15:52
NZ,US,2018.7.19 16:06
US,MX,2018.7.20 16:05
MX,JP,2018.7.27 04:14
JP,US,2018.8.4 19:02
US,AU,2018.11.5 06:29
AU,US,2018.11.18 15:08
NG,GH,2019.1.5 13:22
GH,NG,2019.1.11 12:03
GB,EE,2019.4.15 15:20
EE,FI,2019.4.16 11:55
FI,EE,2019.4.17 16:58
EE,LV,2019.4.18 12:07
US,MX,2016.7.4 03:57
MX,US,2016.7.16 19:19
IN,GB,2017.9.17 16:55
US,JP,2018.4.8 21:12
JP,US,2018.4.20 04:55
CA,US,2018.6.24 22:11
GB,NL,2018.5.15 05:48
NL,GB,2018.5.20 14:37
GB,CZ,2018.5.22 10:23
MX,ES,2016.8.13 21:39
ES,FR,2016.8.16 22:21
FR,GB,2016.8.21 00:00
GB,BE,2016.8.22 20:52
BE,NL,2016.8.24 17:41
NL,CH,2016.8.26 18:13
CH,IT,2016.8.30 20:48
IT,MX,2016.9.4 12:55
AU,US,2018.7.11 09:29
US,CA,2017.12.23 16:55
GB,ES,2018.9.6 06:21
ES,GB,2018.9.13 14:54
ES,FR,2017.8.9 08:34
FR,CO,2017.8.16 13:45
US,CH,2017.1.18 01:10
CH,GB,2017.1.23 09:18
GB,US,2017.1.25 20:56
TH,MM,2016.11.28 02:32
US,MX,2015.9.25 03:01
MX,US,2015.9.26 04:08
GB,FR,2018.5.2 15:11
FR,ES,2018.5.7 22:31
US,MX,2018.7.27 06:58
MX,US,2018.2.19 18:22
ES,FR,2019.4.13 14:45
FR,CH,2019.4.15 08:45
CH,IT,2019.4.15 15:07
IT,ES,2019.4.20 09:43
GB,FR,2018.10.6 09:20
SG,TH,2016.4.24 10:52
GB,AT,2015.8.19 04:31
AT,ES,2015.8.19 16:21
ES,GB,2015.8.20 18:23
ES,FR,2018.8.23 18:17
FR,ES,2018.8.28 13:47
PH,KR,2018.6.11 02:07
KR,ID,2018.6.12 01:51
ID,PH,2018.6.14 02:01
NL,DE,2017.4.13 09:46
DE,NL,2017.4.19 14:18
US,NL,2016.10.3 23:38
NL,IT,2016.10.5 20:09
MY,SG,2016.6.18 14:24
HK,SG,2018.8.17 06:06
IT,ES,2015.8.2 16:45
ES,PT,2015.8.5 13:35
PT,ES,2015.8.17 15:01
ES,IT,2015.8.21 19:53
CA,US,2017.1.6 20:48
CO,CH,2018.12.21 06:16
CH,CO,2018.12.21 14:12
CO,PA,2018.12.21 18:59
PA,CO,2018.12.21 19:51
CA,US,2018.4.16 13:31
US,GB,2017.6.2 04:12
CL,BR,2018.2.6 00:08
US,MX,2018.7.17 11:10
MX,US,2018.7.19 13:41
GB,ES,2018.8.3 21:20
GB,FR,2016.9.3 18:43
NL,BE,2018.5.2 11:12
BE,NL,2018.5.3 08:43
NL,BE,2018.5.3 11:05
BE,NL,2018.5.3 18:58
GB,US,2017.2.14 22:44
GB,BE,2019.2.2 09:30
BE,GB,2019.2.8 12:44
GB,DE,2019.2.21 21:27
BE,FR,2016.12.2 12:19
SG,VA,2016.11.18 14:42
VA,IT,2016.11.18 16:54
IT,JP,2016.11.28 23:11
ZA,SZ,2018.10.16 17:14
CA,US,2019.3.11 01:31
MY,VN,2017.12.2 14:38
JP,HK,2018.1.24 05:21
HK,CN,2018.1.24 09:05
CN,HK,2018.1.27 05:38
HK,JP,2018.1.27 13:12
BY,CZ,2017.8.3 14:28
US,DE,2016.2.9 14:37
GB,AT,2017.6.26 06:27
AT,GB,2017.6.27 08:58
ES,PT,2018.4.8 11:11
AR,UY,2018.8.9 03:45
US,IT,2018.10.14 23:01
GB,NL,2017.12.17 21:26
BR,FR,2015.11.14 00:41
AR,BR,2017.10.26 14:55
BR,US,2017.10.27 00:30
US,DE,2018.1.6 14:28
AU,US,2019.1.13 08:00
SE,ZA,2018.12.6 09:12
ZA,US,2018.12.7 11:30
US,SE,2018.12.7 13:56
TR,FR,2018.2.13 20:48
FR,TR,2018.3.1 14:41
IE,DE,2018.5.15 12:26
RU,EE,2017.4.8 09:10
TR,DE,2016.12.28 23:44
DE,NL,2016.12.29 15:48
NL,BE,2016.12.31 09:38
BE,FR,2017.1.1 12:24
FR,DE,2017.1.4 23:26
US,FR,2018.7.30 12:33
FR,IN,2018.7.30 21:53
IN,MX,2018.7.31 04:11
MX,GR,2018.7.31 15:07
NG,GB,2018.9.10 14:46
NZ,AU,2018.3.21 09:18
AU,US,2018.3.23 02:21
US,AU,2018.3.26 08:28
SA,TH,2017.9.2 01:17
TH,AE,2017.9.7 03:30
GB,ES,2018.12.8 14:36
ES,GB,2018.12.12 13:01
GB,ES,2018.12.13 11:50
US,DO,2018.8.4 18:34
DO,US,2018.8.11 21:17
AR,US,2018.5.15 14:40
US,MX,2018.5.20 20:34
MX,AR,2018.5.28 17:27
US,ES,2015.8.28 12:14
ES,DE,2015.8.30 11:13
AR,ES,2017.9.25 15:05
KE,UG,2018.12.29 08:40
UG,ES,2019.1.1 22:55
AR,US,2014.1.29 00:21
US,BR,2014.3.1 16:54
BR,AR,2014.3.29 19:05
AR,US,2014.5.17 04:04
AR,GB,2019.1.4 04:40
GB,AR,2019.1.27 23:54
AE,GB,2018.7.25 02:15
GB,GR,2018.7.29 02:22
RU,DE,2018.12.27 13:08
DE,RU,2019.1.11 17:28
KW,AE,2018.8.16 17:00
AE,FR,2018.8.17 07:12
FR,CH,2018.8.21 17:41
CH,FR,2018.8.21 22:40
FR,KW,2018.8.25 13:16
VN,MY,2015.8.30 08:20
GB,IN,2019.4.14 04:23
IN,GB,2019.4.25 12:25
GB,CA,2018.6.8 22:03
NL,FR,2014.12.14 18:05
GB,FR,2016.6.16 14:55
US,IL,2017.12.23 21:35
ES,US,2017.4.4 22:07
US,MX,2017.4.6 22:06
ES,FR,2018.11.16 05:34
FR,ES,2018.11.18 18:04
TH,JP,2018.1.8 04:12
JP,TH,2018.1.9 23:22
TH,JP,2018.1.10 09:51
JP,TH,2018.1.10 09:58
TH,JP,2018.1.10 10:24
SI,HR,2018.12.14 10:50
US,GB,2018.8.26 12:38
GB,US,2018.9.9 23:33
US,GB,2018.10.18 07:26
GB,US,2018.10.18 23:54
US,GB,2018.11.11 02:23
GB,US,2018.11.15 22:50
ES,CU,2018.4.5 21:01
MX,US,2018.12.30 17:38
US,MX,2019.1.2 01:33
CA,AU,2014.12.27 01:01
AU,ID,2015.1.21 08:06
ID,CN,2018.1.5 16:57
CN,MY,2018.1.6 03:22
MY,CN,2018.1.9 08:52
CN,ID,2018.1.17 08:05
ID,TW,2018.1.22 14:39
TW,ID,2018.1.23 08:07
ID,SG,2018.1.24 12:13
SG,ID,2018.1.28 13:24
US,RU,2017.10.30 08:16
RU,US,2017.11.4 21:13
GB,DE,2015.6.23 10:35
DE,GB,2015.6.26 12:05
NL,GB,2017.8.14 09:38
TR,FR,2013.7.1 15:51
FR,TR,2013.7.12 10:20
TR,FR,2013.7.20 10:59
FR,TR,2013.7.22 20:57
TR,US,2013.8.14 16:56
US,TR,2013.8.20 07:41
TR,FR,2013.9.2 20:19
FR,IT,2013.9.7 18:31
IT,FR,2013.9.19 19:33
FR,TR,2013.10.12 14:23
TR,FR,2013.10.25 08:14
FR,TR,2013.11.27 11:49
TR,FR,2013.12.19 22:15
FR,TR,2013.12.20 18:16
TR,FR,2014.1.10 09:59
FR,TR,2014.1.13 09:20
TR,DE,2014.1.16 14:43
DE,FR,2014.1.22 18:25
FR,TR,2014.2.2 12:08
TR,FR,2014.3.1 10:08
